ts_event,ofi_1,ofi_2,ofi_3,ofi_4,ofi_5,ofi_6,ofi_7,ofi_8,ofi_9,ofi_10,instrument_id,symbol
2024-10-21 11:54:00+00:00,-3.651215870673233,5.625096531722469,1.4085908942698768,-1.3993238489128381,0.19460795249781193,5.328551080297231,0.40774999570970116,-1.4549261210550701,5.764102212078049,4.550119270305983,38,AAPL
2024-10-21 11:55:00+00:00,-7.494269287136898,3.6550674533087824,13.451016496937358,-0.7273308030513698,-1.0587726879861712,4.032542933373417,-1.187666754349705,-0.8193979933110368,7.890158205253467,-7.01551989778663,38,AAPL
2024-10-21 11:56:00+00:00,2.7377119825597607,0.06387994625972775,10.421556946944156,-2.7377119825597607,3.2122487262034523,0.255519785038911,-0.8578164212020583,6.5248802251007625,-2.7924662222109555,3.6502826434130142,38,AAPL
2024-10-21 11:57:00+00:00,6.90631992232026,0.7801747794148689,4.858361126356229,-2.987714780259214,-12.411871490691096,5.195254781103559,1.4716933338962301,-5.1775235361168574,10.550090767087433,-4.131380081901465,38,AAPL
2024-10-21 11:58:00+00:00,4.156017657992565,7.667286245353159,4.983736059479553,0.7493029739776951,0.44435408921933084,-12.755576208178438,10.42053903345725,0.3223745353159851,6.464916356877323,19.839103159851298,38,AAPL
2024-10-21 11:59:00+00:00,3.2080233793836346,14.408607863974495,2.0989638682252925,-19.90807651434644,2.043969181721573,0.7240967056323061,9.770722635494156,0.46745483528161536,7.763416578108396,1.9523113708820405,38,AAPL
2024-10-21 12:00:00+00:00,4.757617087703628,-3.0028203240355174,-1.6262125180544993,8.615144456111976,-6.346010709989418,4.417247025785245,3.169223465417838,-6.436776059834321,11.292722276536594,-16.473910996849767,38,AAPL
2024-10-21 12:01:00+00:00,-2.8511830766313393,3.417121426012937,7.708223594108847,10.623880659910242,1.2321695708055034,-1.1605318050609974,8.983375824361055,-2.8153641937590863,3.3311561071195297,1.1963506879332504,38,AAPL
2024-10-21 12:02:00+00:00,-3.250113035443984,-6.1628889893648395,2.60787513023649,5.767166643731939,-1.6218128919381158,1.6477618982091256,9.69195384222218,-7.220310994908491,13.545381273467143,-8.284220252019896,38,AAPL
2024-10-21 12:03:00+00:00,-2.923720930232558,2.441860465116279,5.111627906976744,8.764651162790697,-3.2558139534883717,4.746976744186046,4.525581395348837,-6.426976744186046,12.443720930232557,-14.468837209302324,38,AAPL
2024-10-21 12:04:00+00:00,1.0155848329048842,0.642512853470437,0.925771208226221,-1.3955655526992288,-1.126124678663239,-0.9395886889460154,3.855077120822622,-4.877570694087404,2.7496786632390746,-8.912275064267352,38,AAPL
2024-10-21 12:05:00+00:00,5.981440967072085,0.9427840403441115,1.2989469000296647,10.737262681696825,9.406889646989024,-3.9282668347671312,8.574097078018392,12.298094037377632,-12.916141352714327,4.64583024325126,38,AAPL
2024-10-21 12:06:00+00:00,3.2953214947799783,-6.255610303444238,3.4453361303541805,5.375524441408918,-1.1001073275441506,2.685261976778222,5.76056200604937,-2.415235632744658,6.485632744658015,-9.245902039223338,38,AAPL
2024-10-21 12:07:00+00:00,4.2322890441335845,4.876002467612585,8.160461510245595,4.1613285092618835,3.071577438017907,-13.37099221368191,9.670907181086083,4.9418943928505925,-20.228821048068426,1.0339963652733548,38,AAPL
2024-10-21 12:08:00+00:00,4.85595775617969,1.6202647891635418,4.125629448228362,-4.328767123287672,7.438708196219484,-1.1220938241371394,-6.031254304737124,14.34055253692508,-8.299625009566084,5.3009259967857965,38,AAPL
2024-10-21 12:09:00+00:00,0.8802528761452434,1.956581037498195,1.5352277650305666,0.42552508704651576,10.412849188902973,6.950243088426424,-8.965229530029042,-1.5519150233461163,15.902957174718804,17.24628146912055,38,AAPL
2024-10-21 12:10:00+00:00,0.0,-4.231780167264039,3.240740740740741,2.040621266427718,-0.7610513739545998,12.578255675029869,-9.634408602150538,-2.9814814814814814,14.8363201911589,41.48984468339307,38,AAPL
2024-10-21 12:11:00+00:00,-0.0034094575918270425,10.320428130460458,2.5400459059111467,2.0422650975043983,0.2557093193870282,-1.830878726811122,-0.35458358955001246,6.604119355368981,0.0034094575918270425,-6.092700716594925,38,AAPL
2024-10-21 12:12:00+00:00,0.5790979951716958,4.911474871549945,0.8867438051066593,-3.185038973444327,1.274015589377731,-4.614687149024451,-2.3562049678548376,11.33946261795577,6.58723969507804,-6.319406872311131,38,AAPL
2024-10-21 12:13:00+00:00,6.847720487443493,-2.9930663070432653,-4.335620904884638,8.871932960992986,-3.5155553386774074,-7.7542908602126674,4.705861476969758,40.5984358156516,-13.456687708776021,-23.30093469552526,38,AAPL
